Sample_file	Query_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Contig_name
species90/species90_3_R1.fq.gz	release89/bacteria/GB_GCA_002282595.1_genomic.fna.gz	1.2544	1.5162	96.04	95.47	95.91-96.14	1.736	1.736	1.64-1.86	2	2.181	3229/13594	NCJV01000282.1 Pseudomonas sp. 34-62-33 04302015_34_scaffold_10000, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_000832805.1_genomic.fna.gz	1.0603	2.3284	97.20	96.42	97.12-97.27	1.467	1.467	1.42-1.53	2	1.876	7770/24082	NZ_CP009590.1 Bacillus cereus G9241, complete genome
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_000012425.1_genomic.fna.gz	0.6753	1.1670	97.23	95.73	97.11-97.37	0.935	0.935	0.87-0.98	1	1.560	4964/19218	NC_007298.1 Dechloromonas aromatica RCB, complete genome
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_000175635.1_genomic.fna.gz	0.6422	0.5849	97.44	95.84	97.27-97.62	0.889	0.889	0.81-0.95	1	1.539	2762/10300	NZ_ACVP01000037.1 Corynebacterium tuberculostearicum SK141 contig00004, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_000760595.1_genomic.fna.gz	0.6242	0.7981	95.26	93.65	95.06-95.47	0.864	0.864	0.78-0.93	1	1.467	1891/14441	NZ_BBNM01000033.1 Acinetobacter soli strain KCTC 22184, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_000718625.1_genomic.fna.gz	0.4785	1.6014	96.64	94.54	96.50-96.77	0.662	0.662	0.63-0.70	1	2.429	6594/37533	NZ_JOBD01000001.1 Streptomyces lavenduligriseus strain NRRL ISP-5487 contig1.1, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_000722815.1_genomic.fna.gz	0.3895	0.2890	96.42	93.79	96.14-96.76	0.539	0.539	0.47-0.59	1	1.290	1121/8174	NZ_JPFT01000001.1 Streptococcus mitis strain SK1126 gsmSK1126.contig.0_1, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_000024945.1_genomic.fna.gz	0.3879	0.3175	96.90	94.26	96.68-97.22	0.537	0.537	0.48-0.58	1	1.271	1452/9082	NC_013520.1 Veillonella parvula DSM 2008, complete genome
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_001425825.1_genomic.fna.gz	0.3762	0.9420	96.09	93.44	95.94-96.32	0.521	0.521	0.48-0.55	1	1.280	3409/27964	NZ_LMDM01000001.1 Rhizobacter sp. Root1238 contig_1, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/GB_GCA_003280455.1_genomic.fna.gz	0.2856	0.1002	96.98	93.65	96.38-97.58	0.395	0.395	0.32-0.48	1	1.140	514/3925	QCEV01000001.1 SAR86 cluster bacterium AG-359-O04 Ga0172197_101, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/GB_GCA_002367455.1_genomic.fna.gz	0.2679	0.2825	97.29	93.75	97.01-97.66	0.371	0.371	0.32-0.40	1	1.194	1609/11914	DFCG01000077.1 TPA_asm: Acinetobacter sp. UBA3060 UBA3060_contig_10, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_000191725.1_genomic.fna.gz	0.2673	0.1742	97.12	93.58	96.76-97.52	0.370	0.370	0.32-0.42	1	1.228	925/7233	NZ_AEXM01000035.1 Anaerococcus prevotii ACS-065-V-Col13 contig00010, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_003148585.1_genomic.fna.gz	0.2218	0.2761	97.30	93.30	96.97-97.76	0.307	0.307	0.26-0.34	1	1.795	1633/14019	NZ_QGGM01000001.1 Psychrobacter immobilis strain DSM 7229 Ga0215685_101, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_002135245.1_genomic.fna.gz	0.2115	0.2753	97.35	93.20	96.95-97.72	0.293	0.293	0.26-0.33	1	1.215	1654/14661	NZ_NEGD01000001.1 Acinetobacter sp. ANC 4218 Contig1, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_000747315.1_genomic.fna.gz	0.1491	0.1333	96.97	91.94	96.26-97.63	0.206	0.206	0.16-0.25	1	1.126	676/9150	NZ_CP009215.1 Corynebacterium ureicelerivorans strain IMMIB RIV-2301, complete genome
species90/species90_3_R1.fq.gz	release89/bacteria/GB_GCA_002397665.1_genomic.fna.gz	0.0960	0.1026	97.10	90.86	96.24-97.99	0.133	0.133	0.10-0.17	1	1.065	614/11993	DHBD01000030.1 TPA_asm: Ruminococcaceae bacterium UBA4937 UBA4937_contig_10142, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/GB_GCA_000436095.1_genomic.fna.gz	0.0954	0.0666	97.28	91.01	96.16-98.16	0.132	0.132	0.10-0.18	1	1.059	421/7816	FR884648.1 Phascolarctobacterium sp. CAG:266 genomic scaffold, scf1, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/GB_GCA_003149955.1_genomic.fna.gz	0.0899	0.0674	95.13	88.84	93.79-96.82	0.124	0.124	0.07-0.19	1	1.068	207/8104	QAME01000021.1 Ruminococcaceae bacterium isolate CIM:MAG 577 contig_106904, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_002795165.1_genomic.fna.gz	0.0898	0.1177	97.03	90.61	96.19-97.76	0.124	0.124	0.09-0.16	1	1.092	696/14807	NZ_LBNL01000001.1 Acinetobacter tandoii strain SC36 contig1, whole genome shotgun sequence
species90/species90_3_R1.fq.gz	release89/bacteria/GB_GCA_003518585.1_genomic.fna.gz	0.0680	0.0672	97.20	90.01	96.08-98.93	0.094	0.094	0.05-0.13	1	1.063	428/11180	UBA9015_contig_1294
species90/species90_3_R1.fq.gz	release89/bacteria/RS_GCF_001999225.1_genomic.fna.gz	0.0486	0.0857	99.17	90.87	98.23-99.95	0.067	0.067	0.05-0.09	1	1.031	954/18545	NZ_CP019628.1 Pseudoalteromonas aliena strain EH1, complete genome
species90/species90_3_R1.fq.gz	release89/bacteria/GB_GCA_000755365.1_genomic.fna.gz	0.0186	0.0386	97.08	86.34	94.30-97.39	0.026	0.026	0.02-0.06	1	1.086	245/23294	BBMQ01000336.1 Vibrio sp. C7 DNA, contig: contig00050, strain: JCM 19233, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/archaea/GB_GCA_002501855.1_genomic.fna.gz	81.3098	78.9417	95.94	95.94	NA-NA	218.000	HIGH	NA-NA	218	185.887	3564/12894	DAOM01000335.1 TPA_asm: Nitrososphaeraceae archaeon UBA348 UBA348_contig_10042, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/archaea/GB_GCA_002501655.1_genomic.fna.gz	2.9838	2.5101	95.94	95.94	NA-NA	8.000	HIGH	NA-NA	8	7.817	3216/11640	DANY01000014.1 TPA_asm: Methanoculleus sp. UBA303 UBA303_contig_1019, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_001534765.1_genomic.fna.gz	2.6109	2.4387	97.77	97.77	NA-NA	7.000	HIGH	NA-NA	7	6.959	6218/12516	NZ_CP013217.1 Kurthia sp. 11kri321, complete genome
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_002367455.1_genomic.fna.gz	2.2379	1.9370	96.87	96.87	NA-NA	6.000	HIGH	NA-NA	6	6.099	4451/11914	DFCG01000077.1 TPA_asm: Acinetobacter sp. UBA3060 UBA3060_contig_10, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_000175275.1_genomic.fna.gz	1.4919	1.0361	97.33	97.33	NA-NA	4.000	HIGH	NA-NA	4	4.039	4025/9313	NZ_ACQV01000031.1 Neisseria flavescens SK114 ctg1118407793856, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_000435175.1_genomic.fna.gz	1.1189	0.5137	95.98	95.98	NA-NA	3.000	HIGH	NA-NA	3	3.583	1781/6347	FR880004.1 Clostridium sp. CAG:245 genomic scaffold, scf3, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_000178495.2_genomic.fna.gz	1.1189	0.8174	97.44	97.44	NA-NA	3.000	HIGH	NA-NA	3	3.476	4305/9630	NZ_CP029003.1 Actinobacillus pleuropneumoniae serovar 1 str. 4074 chromosome, complete genome
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_001659845.1_genomic.fna.gz	0.9064	2.0239	96.07	95.80	96.00-96.13	2.430	2.430	2.30-2.56	2	2.667	7938/30002	NZ_LXQN01000001.1 Paenibacillus sp. AD87 gpAD87_contig0001, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_003487125.1_genomic.fna.gz	0.7029	0.3745	95.84	95.36	95.71-95.99	1.885	1.885	1.68-2.01	2	2.223	1657/7231	contig_12264
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_002457415.1_genomic.fna.gz	0.4132	0.4102	97.77	96.55	97.64-97.87	1.108	1.108	1.05-1.17	1	1.696	4597/13638	NTKY01000001.1 Sphingomonadaceae bacterium MED-G03 Sphingomonadaceae-MED-G03-C1, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_002282595.1_genomic.fna.gz	0.3782	0.3752	96.87	95.52	96.72-97.02	1.014	1.014	0.94-1.07	1	1.649	3282/13594	NCJV01000282.1 Pseudomonas sp. 34-62-33 04302015_34_scaffold_10000, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_002216875.1_genomic.fna.gz	0.3712	0.5853	97.04	95.65	96.94-97.17	0.995	0.995	0.93-1.04	1	1.548	5316/21083	NZ_CP022358.1 Shewanella bicestrii strain JAB-1 chromosome, complete genome
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_900112965.1_genomic.fna.gz	0.3436	1.2510	96.99	95.45	96.90-97.08	0.921	0.921	0.89-0.96	1	1.572	11528/48759	NZ_FONR01000089.1 Streptomyces mirabilis strain OK461, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_000156695.2_genomic.fna.gz	0.3391	0.8389	97.21	95.65	97.12-97.31	0.909	0.909	0.86-0.95	1	1.563	8134/32278	NZ_ABYX02000001.1 Streptomyces roseosporus NRRL 11379 supercont4.1, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_000964285.1_genomic.fna.gz	0.3210	0.5782	97.12	95.46	97.00-97.27	0.861	0.861	0.80-0.90	1	1.493	5763/24338	NZ_LANE01000008.1 Raoultella terrigena strain R1Gly IE84DRAFT_unitig_0_quiver.7_C, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_001022675.1_genomic.fna.gz	0.3015	0.4647	96.46	94.69	96.35-96.63	0.808	0.808	0.75-0.84	1	1.466	3903/21155	NZ_LEDN01000001.1 Enterobacter cloacae complex sp. GN02587 contig1, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_001643555.1_genomic.fna.gz	0.2780	0.1163	95.76	93.85	95.41-96.17	0.745	0.745	0.61-0.82	1	1.409	784/5616	LXTH01000231.1 Nitrospirae bacterium SPGG5 10010, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_002560985.1_genomic.fna.gz	0.2479	0.3634	96.65	94.47	96.50-96.81	0.665	0.665	0.62-0.70	1	1.380	3444/20083	NZ_NTTM01000100.1 Bacillus sp. AFS018417 AFS018417_98_C11_Contig100_140514, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_003256445.1_genomic.fna.gz	0.2421	0.4384	96.47	94.25	96.36-96.63	0.649	0.649	0.60-0.68	1	1.360	3906/24517	NZ_QKYR01000001.1 Ralstonia pseudosolanacearum strain Bg07 Scaffold1, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_001682195.1_genomic.fna.gz	0.2375	0.5484	97.30	95.02	97.20-97.42	0.637	0.637	0.61-0.66	1	1.348	6377/31110	NZ_CP003560.1 Flammeovirga sp. MY04 chromosome 1, complete sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_003234055.1_genomic.fna.gz	0.2317	0.5173	96.76	94.44	96.62-96.88	0.621	0.621	0.59-0.65	1	1.386	5162/30413	NZ_QKRU01000101.1 Pseudomonas sp. 57B-090624 NODE_100_length_18732_cov_15.728245, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_000434515.1_genomic.fna	0.2034	0.1630	97.24	94.62	97.06-97.54	0.545	0.545	0.49-0.58	1	1.298	1958/10890	FR879826.1 Prevotella sp. CAG:604 genomic scaffold, scf4, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_000718625.1_genomic.fna.gz	0.1978	0.5434	96.06	93.41	95.92-96.25	0.530	0.530	0.49-0.56	1	1.322	4530/37533	NZ_JOBD01000001.1 Streptomyces lavenduligriseus strain NRRL ISP-5487 contig1.1, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_002154615.1_genomic.fna.gz	0.1905	0.3713	97.12	94.35	96.95-97.30	0.511	0.511	0.47-0.54	1	1.350	4382/26596	NZ_MUNH01000001.1 Streptomyces recifensis strain NRRL B-3811 NRRL_B-3811_contig_1, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_001044245.1_genomic.fna.gz	0.1596	0.2871	96.99	93.81	96.87-97.24	0.428	0.428	0.39-0.44	1	1.238	3406/24716	NZ_JYNU01000001.1 Mycolicibacterium obuense strain DSM 44075 MOBUDSM44075_contig000001, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_001487165.1_genomic.fna.gz	0.1241	0.1453	95.69	91.94	95.21-96.14	0.333	0.333	0.28-0.39	1	1.184	1165/15776	NZ_LN913002.1 Blautia massiliensis strain GD8, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_002803325.1_genomic.fna.gz	0.1229	0.2872	97.16	93.32	96.89-97.38	0.330	0.330	0.30-0.36	1	1.185	3780/32275	NZ_MKZM01000001.1 Paenibacillus sp. GM2FR PAEVO_contig000001, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_002479455.1_genomic.fna.gz	0.1109	0.0626	95.17	91.16	94.28-95.98	0.297	0.297	0.22-0.41	1	1.144	430/7589	DLNB01000020.1 TPA_asm: Acetothermia bacterium UBA7521 UBA7521_contig_1057, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_002836635.1_genomic.fna.gz	0.0833	0.1087	97.29	92.44	96.86-97.71	0.223	0.223	0.19-0.26	1	1.131	1560/17848	NZ_PJAY01000060.1 Stenotrophomonas sp. Bg11-02 contig1, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_002929755.1_genomic.fna.gz	0.0801	0.1182	96.43	91.52	95.89-96.84	0.215	0.215	0.19-0.26	1	1.147	1297/20243	NZ_PJIW01000058.1 Arthrobacter sp. 4R501 NODE_100_length_677_cov_1.05, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_003452005.1_genomic.fna.gz	0.0793	0.1620	96.41	91.47	96.02-96.80	0.213	0.213	0.19-0.24	1	1.113	1767/28059	UBA8721_contig_20389
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_000755385.1_genomic.fna.gz	0.0779	0.1406	96.52	91.53	96.06-96.85	0.209	0.209	0.18-0.23	1	1.110	1602/24940	NZ_BBMR01000040.1 Vibrio maritimus strain JCM 19235, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_001550135.1_genomic.fna.gz	0.0777	0.1176	97.12	92.09	96.64-97.45	0.208	0.208	0.19-0.24	1	1.120	1580/20333	NZ_LRUE01000001.1 Pseudoalteromonas shioyasakiensis strain JCM 18891 PASHI_S1, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_900468705.1_genomic.fna.gz	0.0579	0.0892	96.49	90.71	95.83-96.98	0.155	0.155	0.13-0.19	1	1.103	1030/21162	UBUV01000071.1 Rhizobiales bacterium isolate AFS040004 genome assembly, contig: contig_71, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/archaea/GB_GCA_001577565.1_genomic.fna.gz	0.0422	0.0353	98.18	91.42	97.37-99.05	0.113	0.113	0.08-0.14	1	1.052	711/11471	LSRV01000143.1 Methanolobus sp. T82-4 scaffold_1029, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_001073155.1_genomic.fna.gz	0.0414	0.0277	96.11	89.44	94.76-97.62	0.111	0.111	0.07-0.17	1	1.062	288/9146	NZ_JVEE01000003.1 Streptococcus parasanguinis strain 512_SPAR 103_64490_928507, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_000698185.1_genomic.fna.gz	0.0409	0.0528	96.62	89.88	95.80-97.47	0.110	0.110	0.08-0.14	1	1.053	656/17891	NZ_BAXL01000048.1 Geomicrobium sp. JCM 19055, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_001905045.1_genomic.fna.gz	0.0363	0.1099	96.58	89.52	95.81-97.35	0.097	0.097	0.08-0.12	1	1.090	1336/41333	NZ_LWLA01000001.1 Streptomyces sp. CB03911 scaffold1, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_000754155.1_genomic.fna.gz	0.0273	0.0400	97.37	89.48	96.34-98.53	0.073	0.073	0.05-0.10	1	1.069	638/19980	BBMI01000098.1 Vibrio ponticus DNA, contig: contig00035_98, strain: JCM 19238, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/GB_GCA_002686765.1_genomic.fna.gz	0.0244	0.0155	97.58	89.35	96.08-100.14	0.065	0.065	0.03-0.11	1	1.047	257/8432	NYYL01000001.1 Magnetovibrio sp. isolate ARS8 69242, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_002954425.1_genomic.fna.gz	0.0227	0.0250	97.46	89.06	96.09-99.12	0.061	0.061	0.03-0.09	1	1.024	412/14962	NZ_MQVZ01000001.1 Rhodococcus sp. SAORIC-690 scaffold00001, whole genome shotgun sequence
species90/species90_2_R1.fq.gz	release89/bacteria/RS_GCF_000011805.1_genomic.fna.gz	0.0128	0.0172	97.66	87.62	95.64-99.26	0.034	0.034	0.02-0.06	1	1.053	301/18130	NC_006840.2 Vibrio fischeri ES114 chromosome I, complete sequence
species90/species90_5_R1.fq.gz	release89/bacteria/GB_GCA_002716165.1_genomic.fna.gz	13.8446	6.0317	96.27	96.27	NA-NA	16.000	HIGH	NA-NA	16	15.678	1794/5826	PAZT01000024.1 Deltaproteobacteria bacterium isolate SP68 163088, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/GB_GCA_002316305.1_genomic.fna.gz	13.8446	5.5130	97.92	97.92	NA-NA	16.000	HIGH	NA-NA	16	16.301	2757/5293	DCDH01000130.1 TPA_asm: Cloacimonetes bacterium UBA1060 UBA1060_contig_10058, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_001408335.1_genomic.fna.gz	12.1141	11.7651	97.11	97.11	NA-NA	14.000	HIGH	NA-NA	14	14.155	5070/12598	NZ_CZJU01000001.1 Kocuria salsicia strain G1 isolate Kocuria salsicia, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/GB_GCA_002320855.1_genomic.fna.gz	11.2488	16.6824	97.67	97.67	NA-NA	13.000	HIGH	NA-NA	13	13.448	9534/19802	DCLC01000001.1 TPA_asm: Flavobacteriaceae bacterium UBA1658 UBA1658_contig_1296, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_002273005.1_genomic.fna.gz	5.1917	4.5205	97.98	97.98	NA-NA	6.000	HIGH	NA-NA	6	6.365	6127/11545	NZ_NQMQ01000001.1 Corynebacterium hadale strain NBT06-6 contig1, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_000466745.1_genomic.fna.gz	4.3265	2.5799	96.11	96.11	NA-NA	5.000	HIGH	NA-NA	5	5.246	2309/7900	NZ_ANNI01000001.1 Campylobacter concisus ATCC 51562 Contig_1, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_000413095.1_genomic.fna.gz	4.3265	4.1888	97.34	97.34	NA-NA	5.000	HIGH	NA-NA	5	5.445	5391/12440	NZ_KE332527.1 Treponema denticola SP32 acAqQ-supercont1.1, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_000191725.1_genomic.fna.gz	3.4612	1.9018	97.08	97.08	NA-NA	4.000	HIGH	NA-NA	4	4.423	2882/7233	NZ_AEXM01000035.1 Anaerococcus prevotii ACS-065-V-Col13 contig00010, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_000257925.1_genomic.fna.gz	2.5959	2.4759	97.53	97.53	NA-NA	3.000	HIGH	NA-NA	3	3.590	5766/12528	NZ_AJIN01000001.1 Prevotella sp. oral taxon 306 str. F0472 ctg120004305408, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_000478365.1_genomic.fna.gz	2.5959	4.8562	97.59	97.59	NA-NA	3.000	HIGH	NA-NA	3	3.592	11675/24906	NZ_ANJR01000032.1 Herbaspirillum huttiense subsp. putei IAM 15032 id_33_Contig, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/GB_GCA_002335925.1_genomic.fna.gz	2.5959	3.6186	97.82	97.82	NA-NA	3.000	HIGH	NA-NA	3	2.866	9409/18632	DDDM01000105.1 TPA_asm: Alteromonadaceae bacterium UBA1980 UBA1980_contig_101560, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_001662875.1_genomic.fna.gz	2.5959	3.7067	96.20	96.20	NA-NA	3.000	HIGH	NA-NA	3	3.183	5734/19065	NZ_JPVZ01000001.1 Thalassospira tepidiphila MCCC 1A03514 contig1, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/GB_GCA_002255865.1_genomic.fna.gz	2.5959	5.7724	97.32	97.32	NA-NA	3.000	HIGH	NA-NA	3	3.385	12691/29474	NKIG01000004.1 Pseudomonas sp. PGPPP1 NODE_101, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_002188365.1_genomic.fna.gz	2.5959	7.3358	96.23	96.23	NA-NA	3.000	HIGH	NA-NA	3	3.232	11469/37798	NZ_KZ195574.1 Streptomyces sp. CS113 scaffold00001, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_001583505.1_genomic.fna.gz	2.0342	2.5293	97.40	97.11	97.34-97.46	2.351	2.351	2.24-2.48	2	2.617	6599/16371	NZ_LSYU01000001.1 Marichromatium gracile strain YL28 scaffold1, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/GB_GCA_003293465.1_genomic.fna.gz	1.5742	2.7708	97.24	96.71	97.17-97.30	1.819	1.819	1.74-1.92	2	2.199	8277/23347	CP022198.1 Pseudomonas oryzihabitans strain MS8 genome
species90/species90_5_R1.fq.gz	release89/bacteria/GB_GCA_900079735.1_genomic.fna.gz	1.2075	1.5654	97.25	96.40	97.15-97.33	1.395	1.395	1.33-1.48	2	1.871	5480/17093	LT599021.1 Uncultured Dysgonomonas sp. isolate 86-2 genome assembly, scaffold: APW_KL86DYS2_scaffold1, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_003148585.1_genomic.fna.gz	1.1216	1.1777	97.05	96.09	96.94-97.15	1.296	1.296	1.22-1.39	2	1.783	4070/14019	NZ_QGGM01000001.1 Psychrobacter immobilis strain DSM 7229 Ga0215685_101, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_002224675.1_genomic.fna.gz	0.9688	1.2298	95.99	94.82	95.82-96.16	1.120	1.120	1.03-1.19	1	1.698	3124/16272	NZ_NMPZ01000001.1 Prevotella copri strain Indica contig00001, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/GB_GCA_000436095.1_genomic.fna.gz	0.9071	0.5346	97.44	96.13	97.27-97.59	1.048	1.048	0.96-1.13	1	1.677	2303/7816	FR884648.1 Phascolarctobacterium sp. CAG:266 genomic scaffold, scf1, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/GB_GCA_001916855.1_genomic.fna.gz	0.8645	0.4771	97.12	95.76	96.94-97.32	0.999	0.999	0.90-1.08	1	1.574	1942/7433	MNTF01000005.1 Oscillibacter sp. CAG:241_62_21 Ley3_66761_scaffold_1017, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/GB_GCA_002694595.1_genomic.fna.gz	0.8359	0.1710	95.80	94.39	95.38-96.20	0.966	0.966	0.82-1.17	1	1.590	461/2758	NZMT01000067.1 Rhizobiales bacterium isolate IN1073 31449, whole genome shotgun sequence
species90/species90_5_R1.fq.gz	release89/bacteria/RS_GCF_002003685.1_genomic.fna.gz	0.8140	1.2331	96.69	95.20	96.55-96.84	0.941	0.941	0.87-0.98	1	1.552	4440/20413	NZ_MPZO01000001.1 Pedobacter himalayensis strain HHS 22 contig00001, whole genome shotgun sequence
